20003,36612,36614,36618,36621,36626,36628,11673
36612,36614,36618,36619,36621
36608,36612,19845,36614,36618,36619,36620,36621,36624,19985,36626,36628,32660,11672,11673,32410,20003,33707,35378,25522,13111,20024,29113,25538,28234,32724,21098,36606
36609,36610,25538,36612,36614,36618,36619,36621,36626
