36618,36612,36621,36614
4099,4100,12298,2059,2061,34833,2066,28691,2068,10263,26650,8220,12317,10270,14364,8224,18465,28700,4138,6186,16428,22572,28719,2098,2101,20537,32827,24636,34875,28734,4160,2115,16457,2123,28747,22606,20563,18516,85,4181,4189,26720,97,2153,6250,22636,24685,10352,12407,28795,18558,22663,26761,2191,34960,32913,34961,28822,22679,24727,12442,24732,16544,8354,10404,14505,170,34991,22704,26804,22712,30904,10430,30913,20680,24777,26828,30927,2256,2258,18644,4311,18649,14554,30939,20702,12514,35044,28904,35049,35057,24818,20724,10486,14583,18679,6393,10489,30969,4348,33023,35072,24835,2314,24844,35085,10511,8468,2330,22811,6431,31009,35106,28963,2342,28974,20785,16691,12597,10555,33085,24899,35144,33097,22859,6480,24912,16729,350,12644,8552,22889,2410,10602,6511,18801,2425,16762,16770,27013,6536,22920,31113,4493,2447,8592,408,14745,18841,20890,16798,8618,20907,27056,4531,22965,438,20920,29113,31168,2497,18888,6601,4555,35282,29139,468,2520,29144,10714,23004,10717,27103,31199,4577,482,31203,4583,18921,31209,4587,18923,18925,23020,18927,18931,33267,35315,29181,10751,8704,23042,27140,21004,18958,2576,27156,2584,14873,16921,4637,31268,6693,553,2605,29231,6705,35378,8755,31283,31285,2621,12861,12863,19010,12872,27208,27213,33359,29265,16978,8788,23129,33373,33374,27235,12901,35437,21107,6775,29303,12928,21123,6788,12933,647,14983,31369,35464,23180,31374,662,666,10907,23194,29341,31389,10914,35497,683,6829,15022,23215,8895,33471,15041,33485,31438,17103,23247,725,10965,31451,27359,2786,27363,35555,10990,13041,31473,8950,10999,11000,31493,31497,35595,13077,21269,31512,11040,804,2854,13095,35629,13103,29488,33585,13111,824,2873,25399,35642,829,2877,11070,11071,13121,33597,33598,21319,13128,15179,6988,31566,847,4949,31574,19288,13150,15202,27490,17259,2928,4977,4978,17264,19312,9077,29552,29553,2940,29566,9088,11136,33671,17288,5002,5004,2959,35728,19345,35731,17309,33693,33700,27557,15271,33707,25522,27570,7095,33724,23486,960,25538,7111,29640,29641,29654,13271,5083,5084,7135,13287,5097,29674,35819,7148,27631,35825,21498,15369,3082,5131,11275,17417,13326,7186,15379,35860,7192,7194,11291,27675,35867,27683,27692,5166,1081,23612,5182,23616,21571,13381,13383,29767,31820,25682,15448,19545,29785,7261,9310,17511,13417,23658,7277,1134,13426,29812,11383,25730,11397,29841,21658,19615,3233,7330,31907,36007,27819,19632,11447,13499,11461,13511,29895,29901,1230,25807,5331,1237,27868,23776,29938,7413,5373,9471,36095,36097,17667,36103,29977,25888,29987,27940,5414,34086,36137,5418,25903,25908,17717,17718,34105,1353,30025,21838,30036,27990,5465,32092,11613,27997,9567,1380,19812,7527,17768,11627,13675,1387,11629,28015,5489,15730,21877,21878,11643,32123,23935,21888,17793,19845,9607,32135,34184,32141,21902,32146,1427,32147,21909,11670,17815,11672,11673,26008,26009,1436,11678,15779,30121,11690,13738,11692,11694,17839,34225,9654,23990,3514,7613,17853,28094,32190,15811,26056,13778,3544,30172,7653,19941,32232,9705,19948,1518,30191,26099,32245,26102,30199,15864,13817,32250,30203,11772,9725,9727,24065,11783,9740,9741,26124,7697,1559,7704,7706,19994,32282,17949,36378,24095,20000,17953,28193,20003,36390,24103,20010,20014,32319,20032,11849,26191,11860,24148,34395,11869,30302,13920,7778,5737,13930,15978,22125,11886,15982,7793,26225,7800,30331,28285,24191,24193,7810,28289,32386,26245,5770,28302,13971,22164,26260,32408,32410,24219,1699,11948,11949,22191,32433,1714,1715,7859,3769,14011,28348,32445,28350,1733,32454,9928,16072,18122,28365,36559,26320,32465,36560,28371,36561,36562,36564,36565,36566,5849,14042,36567,36568,3805,36571,3811,18148,24297,7915,9970,18162,14072,7929,36601,36602,36603,3837,22270,36604,3840,36605,3842,36606,1796,36607,36608,36609,36610,36611,36612,36613,36614,20237,14094,36615,36616,36617,36618,36619,36620,36621,36622,36623,24344,28441,7962,36626,36627,36628,36629,7970,14116,30502,5932,24364,32566,1853,14149,16206,20303,26452,3935,1899,1902,10096,34673,14194,16246,24439,24440,20351,22409,12170,16267,34701,1939,32661,10136,32664,24475,3998,24483,1957,32682,4013,10157,24495,24496,18355,24500,22456,6073,26559,26562,36624,10187,30669,36625,32724,2006,14295,26590,28638,20452,34790,10217,4076,22509,34797,18415,4080,26607,14322,26608,22516,6135,4089,10238,26623
36608,36609,36610,36612,19845,36614,36615,36616,36617,3082,2059,36618,2061,36619,36620,36621,36623,2066,36624,36625,36626,36628,11673,32410,20003,804,25538,18923,18927,14072,36601,36605,36606,36607
36608,36609,36610,36612,36613,36614,19845,35464,36616,3082,2059,36618,2061,31374,36619,36620,36621,36622,36623,36624,36626,36627,36628,36629,11673,32410,20000,20003,31907,804,32040,11690,33707,35378,32566,13111,12863,25538,18122,2256,2006,9566,13920,31209,15978,18923,18927,21902,29812,14072,36604,36606,36607
36608,36609,36610,36612,36614,36618,36619,36621,36624,36626,36628,36606
