36608,36609,36612,36614,36618,36621,36626
36609,36610,25538,36612,19845,36614,36618,2059,36619,2061,36621,18923,18927,36626,36628,32410,36604,36606
36608,20003,36612,36614,36618,36619,36621,36624,19985,11673
36612,36614,36618,36619,36621,36626,36628,13111,36606
36610,36612,36614,36618,2059,36619,2061,36621,36626,36628,36604
