"CellNumber","Cluster","DistanceToCentroid"
797,1,146.821670444658
798,1,97.7993255452764
799,1,165.373581290914
800,1,143.894672771633
801,1,155.839265569202
802,6,180.220924389875
803,1,241.224526210294
804,6,164.110488887927
805,1,142.457034104837
806,1,116.138972756259
807,3,312.703973454149
808,2,243.685832956883
809,1,93.5458885431489
810,1,144.060734301427
811,1,93.6370982576651
812,1,114.796431371451
813,2,298.421162059483
814,6,163.336961863135
815,2,174.302825457539
816,1,175.115861829859
817,1,275.863425821469
818,6,161.808741051605
819,1,166.0966721038
820,1,82.1474634571471
821,1,75.3050842948618
822,5,135.574164807194
823,1,107.578869541039
824,6,210.945600130721
825,5,86.7505032171032
826,1,106.894352007549
827,1,287.928190669453
828,1,185.333372650069
829,2,191.396687386001
830,1,184.34983654284
831,3,57.6757121918953
832,1,191.154879078484
833,3,513.088912345811
834,3,147.18987943621
835,5,130.617809519236
836,5,135.102419824825
837,1,97.8573806741882
838,6,187.43326839505
839,1,117.753503802776
840,1,126.291840166296
841,3,487.374143769093
842,6,243.15985065001
843,6,254.629215946263
844,3,176.584977106573
845,2,192.344927606608
846,1,443.44254253757
847,6,105.799134126264
848,3,211.943653766613
849,2,341.698490086827
850,1,171.46158327458
851,6,193.771019470506
852,1,164.382065933583
853,1,172.46410555921
854,3,1726.281837038
855,1,132.211838604622
856,6,301.974290112676
857,1,142.412928543557
858,1,83.551963786954
859,1,70.9248833006085
860,1,134.152416681246
861,1,224.234298468989
862,2,158.103722808728
863,2,119.120070165138
864,6,91.3932852430386
865,1,247.533222675751
866,2,169.595616814119
867,1,195.39636819337
868,2,148.756080963778
869,1,584.98994273125
870,1,184.900446714765
871,3,105.074881970308
872,6,546.873045495847
873,1,107.420349341211
874,3,163.855263832643
875,3,132.558995482243
876,6,520.20627375943
877,3,272.860497489219
878,1,160.010788447619
879,1,236.044915085671
880,1,172.137363473365
881,1,101.530617686354
882,3,381.548046617341
883,2,445.847270160661
884,1,144.110848173307
885,1,94.9641893561909
886,1,103.847789724247
887,1,258.371131557515
888,7,351.742838606162
889,3,900.277497596172
890,1,102.721979891652
891,3,139.542716215547
892,1,73.6424607864775
893,1,108.94294112904
894,3,164.114647371525
895,1,155.391702312818
896,2,132.599628444439
897,5,82.2794546509743
898,6,183.984138367769
899,3,81.8524569015524
900,6,168.862708215572
901,3,101.003502870872
902,3,436.940175816695
903,2,194.536542905142
904,1,69.3189986158605
905,1,141.952636388457
906,1,248.525854650426
907,1,141.909940804389
908,2,262.100972820075
909,1,80.3481605790245
910,3,456.004408540426
911,2,589.633821734844
912,6,154.682231777037
913,6,287.209033414027
914,1,144.198128705485
915,1,158.731418002986
916,3,69.3763492749564
917,1,147.487164621212
918,1,141.691323302174
919,1,109.271344312264
920,1,79.7885789043288
921,3,503.574048990241
922,1,89.4954002467671
923,1,193.108504994815
924,1,109.381760935345
925,3,233.839180309933
926,5,169.125552693434
927,3,129.576003875334
928,1,192.328327885823
929,3,144.241826301596
930,1,61.5309586977321
931,1,166.11540158234
932,1,188.757463560997
933,1,257.7659786033
934,6,214.745879206372
935,1,246.617619324107
936,3,294.968854184895
937,1,147.290333744101
938,2,193.203265758961
939,1,203.923856534243
940,1,100.330069400881
941,6,154.812846838823
942,3,108.958835674144
943,1,213.179836087473
944,1,347.274270905941
945,2,106.2644342248
946,6,214.993178331589
947,1,142.072866264843
948,2,135.78065454948
949,1,154.870541448471
950,1,150.484045994272
951,1,215.605523018562
952,6,175.014786793842
953,3,680.691535435975
954,6,520.916113714794
955,1,149.55922443539
956,2,194.166239743584
957,2,145.187952648362
958,3,134.267069154251
959,2,251.629733771768
960,1,131.165129930341
961,2,176.660918805183
962,3,167.923990601508
963,2,271.553688527387
964,2,203.487655877
965,1,131.513047471271
966,2,371.056216698861
967,3,370.390106294945
968,1,121.149341516488
969,1,121.440394114933
970,1,311.042700458539
971,1,217.274640725597
972,2,206.026379916011
973,1,117.84953121428
974,1,102.611357746513
975,6,553.672709862356
976,1,225.767814512828
977,1,119.224582774893
978,5,109.643325093017
979,3,87.8484126713598
980,3,247.692630790482
981,1,158.622319290427
982,1,82.8538968163552
983,2,253.49094987132
984,6,430.473415744697
985,2,219.306939511948
986,3,155.093630502088
987,1,125.113382128464
988,6,327.474209413147
989,5,107.847027518705
990,5,94.3497823799489
991,2,187.446265244418
992,1,196.384268973333
993,2,213.07917197772
994,3,447.750598161506
995,3,267.552440699018
996,1,114.107458587712
997,1,225.019470291311
998,6,187.972295427837
999,1,179.298243314069
1000,3,279.275467271283
1001,2,284.187305598551
1002,1,119.141450360814
1003,1,155.917311656491
1004,1,201.921345911712
1005,2,617.903175945991
1006,1,117.533222432868
1007,1,163.506576079005
1008,2,258.062932564654
1009,5,65.3228543653657
1010,1,126.058779493702
1011,1,107.830776574976
1012,1,158.946208185512
1013,3,502.425487559809
1014,3,466.497832263614
1015,2,110.88071232693
1016,1,99.5901537741617
1017,5,96.1242963153897
1018,1,128.220683598908
1019,2,651.008310904176
1020,1,69.4770483869922
1021,1,100.762082654328
1022,3,485.798163300904
1023,6,203.46390794154
1024,1,122.020101337839
1025,6,203.257853970609
1026,6,154.935368606739
1027,1,123.997751991447
1028,1,183.207816625347
1029,2,118.339646574264
1030,5,84.0247934251526
1031,2,274.552813894449
1032,3,254.12927399139
1033,1,299.35378125293
1034,3,205.379177343998
1035,5,100.811602178642
1036,2,343.176132588456
1037,5,91.0992741580856
1038,1,109.670366209008
1039,3,147.476645263281
1040,3,209.199714613001
1041,1,136.52720795585
1042,2,157.869214669138
1043,1,114.538874520358
1044,3,142.339995189452
1045,1,109.17010537288
1046,1,111.985664057115
1047,3,65.4571702106998
1048,1,162.444360590637
1049,1,399.471869784986
1050,1,106.85130811737
1051,1,165.96908205295
1052,5,93.3918526948768
1053,1,128.519596518041
1054,3,518.61441655288
1055,3,305.71803405158
1056,1,153.682043161704
1057,5,59.5550256651671
1058,1,229.221466007403
1059,3,344.682372873132
1060,3,255.495051216833
1061,2,134.79682775274
1062,3,94.2792503761845
1063,1,108.737685803973
1064,1,87.7598118819355
1065,2,75.0879721290843
1066,6,517.734353236114
1067,2,146.181008076438
1068,3,132.597091932028
1069,1,109.393202776234
1070,3,179.0121249249
1071,1,73.8885659012532
1072,1,121.745249290307
1073,1,89.1547246808363
1074,2,142.673305307687
1075,1,135.09892131939
1076,1,135.695276007184
1077,3,164.305131079659
1078,1,97.5138830445858
1079,2,280.5297476576
1080,2,216.283334151445
1081,2,251.117106284117
1082,6,178.973984736451
1083,6,553.972171676603
1084,3,177.325130267736
1085,1,197.311542562507
1086,3,509.975714115315
1087,1,173.907267290673
1088,2,157.072912224659
1089,1,208.580456844
1090,1,89.8443862085563
1091,3,148.884466524963
1092,1,172.026854720867
1093,1,174.054170439465
1094,3,273.900372209527
1095,3,138.068109788459
1096,3,212.976106294157
1097,2,194.30879462527
1098,1,102.268921393976
1099,6,109.467244754717
1100,2,535.173001120666
1101,6,123.728990440774
1102,2,293.292643988619
1103,1,76.3515928261905
1104,6,247.686218023344
1105,3,135.21474543436
1106,1,124.584299223476
1107,2,258.807625052008
1108,2,124.988769050428
1109,6,151.060203357622
1110,2,214.171225801688
1111,1,219.340686682938
1112,3,309.841779738193
1113,3,142.966045779614
1114,6,296.210495541702
1115,2,1038.94878265849
1116,6,166.141422288216
1117,6,174.470383751949
1118,2,151.854907964963
1119,1,390.362071059888
1120,5,55.3065355463907
1121,3,192.437518130499
1122,1,90.6812077053429
1123,1,241.322208254943
1124,2,401.182290920709
1125,3,133.411680715325
1126,3,157.020622453559
1127,6,524.177969290811
1128,6,366.195935580687
1129,2,390.718005656932
1130,1,105.088342934014
1131,1,183.824867061075
1132,1,259.990148504376
1133,1,121.561391168136
1134,3,103.173432095643
1135,2,163.185491766477
1136,2,185.689593928987
1137,1,142.820244887528
1138,1,186.499318404335
1139,1,121.688441793636
1140,1,174.608257462319
1141,9,225.116739751419
1142,2,270.592424303739
1143,3,152.764993242248
1144,3,180.666744623901
1145,1,114.172913165965
1146,1,87.047210132617
1147,1,195.687313727077
1148,1,198.572594361422
1149,1,160.577719367659
1150,2,189.866629968192
1151,3,183.889174525338
1152,1,172.022970516063
1153,6,280.524047110982
1154,1,94.2400983016583
1155,1,184.49645114241
1156,1,136.815263072239
1157,2,127.262275473722
1158,6,157.388550689493
1159,1,176.644278438772
1160,3,126.801271087281
1161,1,127.539198412619
1162,5,99.3847367325563
1163,3,246.730143556585
1164,1,99.3306067619548
1165,1,122.332333946073
1166,1,89.5024970903357
1167,2,263.570749138842
1168,2,244.301769435854
1169,6,231.241340009268
1170,6,185.573367939014
1171,3,498.131591869635
1172,3,295.73557200583
1173,5,95.8069223638381
1174,3,104.560953057848
1175,2,238.953822113174
1176,2,564.265918176676
1177,5,108.614947883064
1178,1,161.842013712237
1179,2,100.488401411487
1180,5,109.841757496273
1181,2,192.445802518235
1182,1,397.352778490868
1183,3,111.743908751805
1184,3,160.241011906776
1185,6,169.837777145125
1186,3,170.2529140882
1187,1,50.5098820395825
1188,1,163.86217217751
1189,1,107.948961520119
1190,1,100.443174273863
1191,3,148.280142685675
1192,6,307.602490305649
1193,1,92.8077696759683
1194,1,199.614658470198
1195,3,181.598125479523
1196,1,248.343941827876
1197,1,218.344744868053
1198,3,191.577514384308
1199,1,54.1660357693989
1200,2,294.852921840394
1201,2,1573.90276923956
1202,1,190.333598820698
1203,5,123.028483215248
1204,1,183.818861405657
1205,1,66.2555029421714
1206,1,139.448541178495
1207,3,193.550948142294
1208,5,244.822520861369
1209,2,273.674002754711
1210,1,282.001861026023
1211,6,256.749009414865
1212,3,1000.09316674784
1213,3,238.278792541342
1214,1,194.528720131513
1215,9,107.695528427014
1216,1,390.036061441737
1217,1,207.3205600867
1218,1,140.212892171802
1219,6,501.649633398522
1220,1,155.331823633029
1221,1,157.443782032594
1222,1,200.684685679315
1223,1,159.480467192765
1224,6,497.883275701172
1225,1,129.918455738128
1226,1,92.7858032942839
1227,2,240.695507044384
1228,2,157.870727625053
1229,3,204.334225474961
1230,1,114.829558174342
1231,3,930.012431071129
1232,2,226.936136675047
